Trait group	Trait name	ID	Family	Genotype predictive performance	Covariates predictive performance	Full predictive performance	Delta	Number of variants	P	Significant
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC10002492	Taking other prescription medications	binomial	0.53	0.61	0.62	0.0	1846	1.17e-53	True
Lifestyle and environment	/RIVAS_HG19/snpnet/INI1160	Sleep duration	gaussian	0.01	0.01	0.01	0.01	4106	5.18e-53	True
Bone-densitometry of heel	/RIVAS_HG19/snpnet/INI78	Heel bone mineral density (BMD) T-score, automated	gaussian	0.14	0.05	0.2	0.14	14310	5.21e-53	True
Lifestyle and environment	/RIVAS_HG19/snpnet/BIN_FC4006144	Never eat sugar	binomial	0.54	0.61	0.61	0.01	2816	1.83e-52	True
Disease outcome	/RIVAS_HG19/snpnet/HC703	TTE disorders of mineral metabolism	binomial	0.58	0.6	0.65	0.05	2	1.10e-51	True
Disease outcome	/RIVAS_HG19/snpnet/HC645	TTE thyrotoxicosis [hyperthyroidism]	binomial	0.63	0.66	0.71	0.05	226	1.92e-51	True
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC1006150	Vascular/heart problems diagnosed by doctor Heart attack	binomial	0.6	0.81	0.82	0.01	1030	5.04e-51	True
Biomarkers	/RIVAS_HG19/snpnet/INI10030790	Lipoprotein A	gaussian	0.52	0.0	0.52	0.52	7148	6.27e-51	True
Lifestyle and environment	/RIVAS_HG19/snpnet/INI1438	Bread intake	gaussian	0.0	0.09	0.1	0.0	3483	1.18e-49	True
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC2006150	Vascular/heart problems diagnosed by doctor Angina	binomial	0.59	0.8	0.81	0.01	1852	4.80e-49	True
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC1006152	DVT diagnosed by doctor	binomial	0.59	0.58	0.63	0.05	1773	1.73e-48	True
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC6006152	Blood clot in the leg (DVT)	binomial	0.59	0.59	0.64	0.04	1530	4.17e-48	True
Biomarkers	/RIVAS_HG19/snpnet/INI10030610	Alkaline phosphatase	gaussian	0.22	0.0	0.22	0.22	16603	5.48e-48	True
Disease outcome	/RIVAS_HG19/snpnet/HC166	DVT	binomial	0.59	0.59	0.64	0.04	839	2.27e-47	True
Disease outcome	/RIVAS_HG19/snpnet/HC938	TTE acute myocardial infarction	binomial	0.58	0.75	0.76	0.01	1108	5.07e-47	True
Disease outcome	/RIVAS_HG19/snpnet/HC310	Hiatus hernia	binomial	0.54	0.64	0.65	0.01	2553	1.05e-45	True
Lifestyle and environment	/RIVAS_HG19/snpnet/QT_FC1001408	Cheese intake	gaussian	0.01	0.02	0.02	0.01	6678	5.57e-45	True
Disease outcome	/RIVAS_HG19/snpnet/HC49	Hayfever/allergic rhinitis	binomial	0.56	0.58	0.6	0.02	349	7.18e-45	True
Disease outcome	/RIVAS_HG19/snpnet/HC1102	TTE ulcerative colitis	binomial	0.64	0.53	0.64	0.11	809	1.54e-44	True
Disease outcome	/RIVAS_HG19/snpnet/HC55	Hyperthyroidism/thyrotoxicosis	binomial	0.63	0.67	0.71	0.05	69	2.27e-43	True
Disease outcome	/RIVAS_HG19/snpnet/HC25	Cataract	binomial	0.55	0.73	0.74	0.01	1214	9.30e-43	True
Disease outcome	/RIVAS_HG19/snpnet/HC1212	TTE other rheumatoid arthritis	binomial	0.6	0.63	0.67	0.03	323	2.02e-42	True
Disease outcome	/RIVAS_HG19/snpnet/HC1024	TTE nasal polyp	binomial	0.63	0.63	0.68	0.04	433	2.46e-42	True
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC10002986	Started insulin within one year diagnosis of diabetes	binomial	0.71	0.65	0.74	0.09	68	2.86e-42	True
Disease outcome	/RIVAS_HG19/snpnet/HC430	Rheumatoid arthritis	binomial	0.6	0.63	0.67	0.03	175	3.58e-42	True
Disease outcome	/RIVAS_HG19/snpnet/HC1190	TTE seborrhoeic keratosis	binomial	0.56	0.61	0.63	0.02	1368	5.87e-42	True
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC1002306	Weight change compared with 1 year ago	binomial	0.53	0.58	0.58	0.0	2638	8.46e-42	True
Disease outcome	/RIVAS_HG19/snpnet/HC1222	TTE gonarthrosis [arthrosis of knee]	binomial	0.56	0.63	0.65	0.01	4525	1.09e-41	True
Disease outcome	/RIVAS_HG19/snpnet/HC276	Glaucoma	binomial	0.6	0.68	0.71	0.03	655	1.58e-41	True
Bone-densitometry of heel	/RIVAS_HG19/snpnet/INI4120	Heel broadband ultrasound attenuation (R)	gaussian	0.1	0.11	0.21	0.1	7069	2.96e-41	True
Family history	/RIVAS_HG19/snpnet/FH1044	Prostate cancer (FH)	binomial	0.55	0.57	0.58	0.01	602	8.52e-41	True
Lifestyle and environment	/RIVAS_HG19/snpnet/QT_FC1001349	Processed meat intake	gaussian	0.0	0.08	0.09	0.0	2346	1.43e-40	True
Biomarkers	/RIVAS_HG19/snpnet/INI20030640	Apolipoprotein B	gaussian	0.26	0.0	0.26	0.26	17504	4.25e-40	True
Eye measures	/RIVAS_HG19/snpnet/INI5084	Spherical power (R)	gaussian	0.1	0.02	0.12	0.09	7350	4.53e-40	True
Eye measures	/RIVAS_HG19/snpnet/INI5085	Spherical power (L)	gaussian	0.09	0.02	0.11	0.09	6639	6.06e-40	True
Lifestyle and environment	/RIVAS_HG19/snpnet/INI1110	Length of mobile phone use	gaussian	0.0	0.07	0.07	0.0	4582	9.54e-40	True
Biomarkers	/RIVAS_HG19/snpnet/INI10030890	Vitamin D	gaussian	0.05	0.0	0.05	0.05	6982	1.25e-39	True
Disease outcome	/RIVAS_HG19/snpnet/HC1322	TTE hyperplasia of prostate	binomial	0.56	0.88	0.88	0.0	1223	5.03e-39	True
Lifestyle and environment	/RIVAS_HG19/snpnet/BIN_FC20001249	Past tobacco smoking (Smoked occasionally)	binomial	0.54	0.52	0.55	0.03	2245	7.35e-39	True
Disease outcome	/RIVAS_HG19/snpnet/HC1158	TTE other dermatitis	binomial	0.55	0.55	0.57	0.02	242	1.09e-38	True
Bone-densitometry of heel	/RIVAS_HG19/snpnet/INI4123	Heel quantitative ultrasound index (QUI), direct entry (R)	gaussian	0.12	0.07	0.19	0.12	9756	1.28e-38	True
Work environment	/RIVAS_HG19/snpnet/BIN22126	Doctor diagnosed hayfever or allergic rhinitis	binomial	0.57	0.57	0.59	0.02	466	5.56e-38	True
Bone-densitometry of heel	/RIVAS_HG19/snpnet/INI4101	Heel broadband ultrasound attenuation (L)	gaussian	0.1	0.1	0.19	0.1	7688	7.37e-38	True
Disease outcome	/RIVAS_HG19/snpnet/HC648	TTE insulin-dependent diabetes mellitus	binomial	0.63	0.59	0.66	0.07	356	2.05e-37	True
Lifestyle and environment	/RIVAS_HG19/snpnet/INI1588	Ave. weekly beer plus cider intake	gaussian	0.0	0.18	0.19	0.0	2842	9.95e-37	True
Disease outcome	/RIVAS_HG19/snpnet/HC1268	TTE osteoporosis without pathological fracture	binomial	0.57	0.77	0.77	0.01	1270	3.40e-36	True
Bone-densitometry of heel	/RIVAS_HG19/snpnet/INI4104	Heel quantitative ultrasound index (QUI), direct entry (L)	gaussian	0.12	0.06	0.18	0.12	9272	8.04e-36	True
Blood assays	/RIVAS_HG19/snpnet/INI30110	Platelet distribution width	gaussian	0.21	0.02	0.23	0.21	18814	8.55e-36	True
Disease outcome	/RIVAS_HG19/snpnet/HC1184	TTE follicular cysts of skin and subcutaneous tissue	binomial	0.59	0.55	0.61	0.07	264	2.73e-35	True
Disease outcome	/RIVAS_HG19/snpnet/HC201	Ulcerative colitis	binomial	0.62	0.52	0.61	0.09	179	3.88e-35	True
Others	/RIVAS_HG19/snpnet/BIN10030500	Microalbumin > 40 mg/L	binomial	0.55	0.6	0.61	0.01	1097	6.98e-35	True
Disease outcome	/RIVAS_HG19/snpnet/HC943	TTE PE	binomial	0.6	0.62	0.65	0.03	88	1.99e-34	True
Health and medical history	/RIVAS_HG19/snpnet/INI3761	Age hay fever, rhinitis or eczema diagnosed	gaussian	0.01	0.1	0.12	0.01	993	2.55e-34	True
Work environment	/RIVAS_HG19/snpnet/BIN22127	Doctor diagnosed asthma	binomial	0.58	0.56	0.6	0.04	435	2.56e-34	True
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC2006148	Eye problems/disorders Glaucoma	binomial	0.6	0.7	0.72	0.02	1103	7.57e-33	True
Disease outcome	/RIVAS_HG19/snpnet/HC203	PE +/- DVT	binomial	0.6	0.61	0.64	0.03	96	3.23e-32	True
Digestive health	/RIVAS_HG19/snpnet/BIN21068	Diagnosed with coeliac disease or gluten sensitivity	binomial	0.63	0.59	0.67	0.09	9	5.37e-32	True
Disease outcome	/RIVAS_HG19/snpnet/HC1171	TTE skin changes due to chronic exposure to nonionising radiation	binomial	0.56	0.67	0.68	0.01	169	1.14e-31	True
Biomarkers	/RIVAS_HG19/snpnet/INI10030620	Alanine aminotransferase	gaussian	0.07	0.0	0.07	0.07	9665	1.30e-31	True
Lifestyle and environment	/RIVAS_HG19/snpnet/INI1100	Drive faster than motorway speed limit	gaussian	0.01	0.1	0.11	0.01	5673	1.67e-31	True
Disease outcome	/RIVAS_HG19/snpnet/HC708	TTE other metabolic disorders	binomial	0.62	0.5	0.6	0.1	2	7.78e-30	True
Disease outcome	/RIVAS_HG19/snpnet/HC807	TTE alzheimer's disease	binomial	0.71	0.82	0.87	0.05	6	1.49e-29	True
Disease outcome	/RIVAS_HG19/snpnet/HC1221	TTE coxarthrosis [arthrosis of hip]	binomial	0.56	0.68	0.69	0.01	634	2.18e-29	True
Lifestyle and environment	/RIVAS_HG19/snpnet/INI2139	Age first had sexual intercourse	gaussian	0.02	0.05	0.07	0.02	9997	2.07e-28	True
Disease outcome	/RIVAS_HG19/snpnet/HC1584	AD alzheimer's disease	binomial	0.72	0.82	0.87	0.05	15	2.96e-28	True
Lifestyle and environment	/RIVAS_HG19/snpnet/INI1060	Outdoor time, winter	gaussian	0.0	0.04	0.05	0.0	2323	5.72e-28	True
Disease outcome	/RIVAS_HG19/snpnet/HC1098	TTE diaphragmatic hernia	binomial	0.54	0.62	0.63	0.01	1857	6.10e-28	True
Lifestyle and environment	/RIVAS_HG19/snpnet/BIN_FC30006164	Types of physical activity in last 4 weeks (other exercises)	binomial	0.55	0.58	0.59	0.01	3846	6.67e-28	True
Blood assays	/RIVAS_HG19/snpnet/INI30640	Apolipoprotein B	gaussian	0.14	0.0	0.14	0.14	8134	8.54e-28	True
Disease outcome	/RIVAS_HG19/snpnet/HC22	Osteoporosis	binomial	0.57	0.76	0.76	0.01	316	1.74e-27	True
Biomarkers	/RIVAS_HG19/snpnet/INI30030650	AST to ALT ratio	gaussian	0.08	0.0	0.08	0.08	13625	1.82e-27	True
Psychosocial factors	/RIVAS_HG19/snpnet/BIN_FC10006160	Leisure/social activities (attend any of the followings in once a week or more often: sports club, gym, pub, social club, religious group, adult edication class, or other group activity)	binomial	0.53	0.53	0.54	0.01	2912	3.04e-27	True
Disease outcome	/RIVAS_HG19/snpnet/HC1583	AD all cause dementia	binomial	0.63	0.79	0.82	0.02	6	3.71e-27	True
Lifestyle and environment	/RIVAS_HG19/snpnet/QT_FC1001220	Daytime dozing / sleeping (narcolepsy)	gaussian	0.01	0.02	0.02	0.01	4194	7.22e-27	True
Lifestyle and environment	/RIVAS_HG19/snpnet/BIN_FC6001747	Hair colour (natural, before greying) other	binomial	0.6	0.63	0.66	0.03	21	1.78e-26	True
Disease outcome	/RIVAS_HG19/snpnet/HC95	Inflammatory bowel disease	binomial	0.6	0.53	0.59	0.07	195	5.77e-26	True
Disease outcome	/RIVAS_HG19/snpnet/HC151	Multiple sclerosis	binomial	0.66	0.61	0.7	0.09	41	9.54e-26	True
Disease outcome	/RIVAS_HG19/snpnet/HC26	Iritis	binomial	0.79	0.57	0.82	0.25	1	8.42e-25	True
Disease outcome	/RIVAS_HG19/snpnet/HC872	TTE other cataract	binomial	0.55	0.72	0.72	0.0	480	9.10e-25	True
Disease outcome	/RIVAS_HG19/snpnet/HC810	TTE multiple sclerosis	binomial	0.65	0.62	0.69	0.07	36	2.12e-24	True
Blood assays	/RIVAS_HG19/snpnet/INI30120	Lymphocyte count	gaussian	0.02	0.0	0.03	0.02	4212	4.91e-24	True
Lifestyle and environment	/RIVAS_HG19/snpnet/BIN_FC20001757	Facial ageing (Older than you are)	binomial	0.58	0.72	0.73	0.01	39	7.68e-24	True
Lifestyle and environment	/RIVAS_HG19/snpnet/BIN_FC3006144	Never eat wheat	binomial	0.55	0.56	0.58	0.02	5	1.52e-23	True
Disease outcome	/RIVAS_HG19/snpnet/HC261	Eczema/dermatitis	binomial	0.56	0.54	0.57	0.03	598	4.53e-23	True
Family history	/RIVAS_HG19/snpnet/FH1002	Breast cancer (FH)	binomial	0.53	0.57	0.57	0.01	195	1.31e-22	True
Lifestyle and environment	/RIVAS_HG19/snpnet/BIN_FC50001468	Cereal type: Other (e.g. Cornflakes, Frosties)	binomial	0.53	0.58	0.59	0.01	1286	2.18e-22	True
Blood assays	/RIVAS_HG19/snpnet/INI30600	Albumin	gaussian	0.07	0.03	0.11	0.07	10625	3.25e-22	True
Disease outcome	/RIVAS_HG19/snpnet/HC156	Nasal polyps	binomial	0.59	0.63	0.65	0.02	129	1.49e-21	True
Disease outcome	/RIVAS_HG19/snpnet/HC1211	TTE seropositive rheumatoid arthritis	binomial	0.71	0.64	0.74	0.09	3	1.84e-21	True
Lifestyle and environment	/RIVAS_HG19/snpnet/INI1737	Childhood sunburn	gaussian	0.01	0.0	0.01	0.01	519	6.22e-21	True
Blood assays	/RIVAS_HG19/snpnet/INI30860	Total protein	gaussian	0.09	0.0	0.1	0.09	14660	7.92e-21	True
Disease outcome	/RIVAS_HG19/snpnet/HC710	TTE dementia in alzheimer's disease	binomial	0.75	0.84	0.89	0.05	26	8.39e-21	True
Mental health	/RIVAS_HG19/snpnet/BIN_FC40020489	Often felt loved as a child	binomial	0.55	0.51	0.55	0.04	7555	1.12e-20	True
Blood assays	/RIVAS_HG19/snpnet/INI30130	Monocyte count	gaussian	0.08	0.04	0.12	0.08	9323	1.43e-20	True
Lifestyle and environment	/RIVAS_HG19/snpnet/BIN_FC10001538	Major dietary changes in the last 5 years becuase of illness	binomial	0.53	0.57	0.58	0.01	730	2.42e-20	True
Blood assays	/RIVAS_HG19/snpnet/INI30290	High light scatter reticulocyte %	gaussian	0.02	0.0	0.02	0.02	7184	4.36e-20	True
Blood assays	/RIVAS_HG19/snpnet/INI30760	HDL cholesterol	gaussian	0.17	0.17	0.34	0.17	20546	2.05e-19	True
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC3006152	Blood clot diagnosed by doctor	binomial	0.6	0.57	0.62	0.05	118	3.78e-19	True
Disease outcome	/RIVAS_HG19/snpnet/HC644	TTE other non-toxic goitre	binomial	0.6	0.69	0.73	0.03	170	3.87e-19	True
Bone-densitometry of heel	/RIVAS_HG19/snpnet/INI4125	Heel bone mineral density (BMD) T-score, automated (R)	gaussian	0.12	0.07	0.19	0.12	9753	4.99e-19	True
Biomarkers	/RIVAS_HG19/snpnet/INI10030770	IGF-1	gaussian	0.15	0.0	0.15	0.15	20525	6.19e-19	True
Lifestyle and environment	/RIVAS_HG19/snpnet/QT_FC1001180	Morning/evening person (chronotype)	gaussian	0.03	0.01	0.04	0.03	11428	1.12e-18	True
Lifestyle and environment	/RIVAS_HG19/snpnet/INI1548	Variation in diet	gaussian	0.0	0.01	0.01	0.0	1353	1.67e-18	True
Disease outcome	/RIVAS_HG19/snpnet/HC713	TTE unspecified dementia	binomial	0.64	0.81	0.84	0.02	9	2.63e-18	True
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC8006152	Blood clot in the lung	binomial	0.6	0.58	0.62	0.04	94	4.16e-18	True
Disease outcome	/RIVAS_HG19/snpnet/HC413	Genetic haematological disorder	binomial	0.7	0.47	0.68	0.21	30	7.33e-18	True
Disease outcome	/RIVAS_HG19/snpnet/HC815	TTE migraine	binomial	0.54	0.64	0.65	0.01	329	1.19e-17	True
Disease outcome	/RIVAS_HG19/snpnet/HC1236	TTE other systemic involvement of connective tissue	binomial	0.59	0.7	0.72	0.02	79	1.48e-17	True
Others	/RIVAS_HG19/snpnet/BIN30030510	UACR > 30 mg/g	binomial	0.54	0.59	0.6	0.01	1040	1.79e-17	True
Disease outcome	/RIVAS_HG19/snpnet/HC91	Psoriatic arthropathy	binomial	0.64	0.54	0.64	0.1	36	2.14e-17	True
Bone-densitometry of heel	/RIVAS_HG19/snpnet/INI4106	Heel bone mineral density (BMD) T-score, automated (L)	gaussian	0.12	0.06	0.18	0.12	9275	3.41e-17	True
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC7006154	Aspirin use self-reported	binomial	0.53	0.69	0.69	0.0	790	3.63e-17	True
Bone-densitometry of heel	/RIVAS_HG19/snpnet/INI3143	Ankle spacing width	gaussian	0.11	0.26	0.37	0.11	21694	7.37e-17	True
Cognitive function	/RIVAS_HG19/snpnet/INI20191	Fluid intelligence score	gaussian	0.01	0.02	0.04	0.01	3284	9.10e-17	True
cancer	/RIVAS_HG19/snpnet/cancer1059	Malignant melanoma	binomial	0.57	0.58	0.6	0.03	116	1.23e-16	True
Psychosocial factors	/RIVAS_HG19/snpnet/BIN2020	Loneliness, isolation	binomial	0.52	0.57	0.58	0.0	660	2.89e-16	True
Lifestyle and environment	/RIVAS_HG19/snpnet/QT_FC1001369	Beef intake	gaussian	0.0	0.02	0.02	0.0	991	5.42e-16	True
cancer	/RIVAS_HG19/snpnet/cancer1038	Male genital tract cancer	binomial	0.58	0.85	0.85	0.01	313	9.21e-16	True
Lifestyle and environment	/RIVAS_HG19/snpnet/INI2887	# of cigarettes previously smoked daily	gaussian	0.01	0.05	0.06	0.01	725	1.11e-15	True
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC8006154	Ibuprofen use self-reported	binomial	0.52	0.6	0.6	0.0	419	1.55e-15	True
Anthropometry	/RIVAS_HG19/snpnet/INI3077	Seating box height (for the sitting height measurement)	gaussian	0.0	0.07	0.07	0.0	2927	2.86e-15	True
Disease outcome	/RIVAS_HG19/snpnet/HC96	Polymyalgia rheumatica	binomial	0.61	0.74	0.76	0.02	69	3.02e-15	True
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC1006154	Aspirin	binomial	0.52	0.7	0.7	0.0	499	1.12e-14	True
Disease outcome	/RIVAS_HG19/snpnet/HC1304	TTE calculus of kidney and ureter	binomial	0.57	0.65	0.66	0.01	341	1.91e-14	True
Others	/RIVAS_HG19/snpnet/BIN10030800	Oestradiol > 212 pmol/L	binomial	0.52	0.85	0.85	0.0	351	5.92e-14	True
Disease outcome	/RIVAS_HG19/snpnet/HC337	Type 1 diabetes	binomial	0.77	0.58	0.77	0.19	69	6.38e-14	True
Medical conditions	/RIVAS_HG19/snpnet/INI134	# of self-reported cancers	gaussian	0.0	0.02	0.02	0.0	526	7.01e-14	True
Disease outcome	/RIVAS_HG19/snpnet/HC639	TTE sarcoidosis	binomial	0.65	0.56	0.65	0.09	22	1.40e-13	True
Biomarkers	/RIVAS_HG19/snpnet/INI10030650	Aspartate aminotransferase	gaussian	0.07	0.0	0.07	0.07	10612	1.41e-13	True
Blood assays	/RIVAS_HG19/snpnet/BIN23066	JCV seropositivity for Human Polyomavirus JCV	binomial	0.62	0.55	0.62	0.08	16	1.43e-13	True
Blood assays	/RIVAS_HG19/snpnet/INI30150	Eosinophill count	gaussian	0.09	0.01	0.1	0.09	12579	1.45e-13	True
Disease outcome	/RIVAS_HG19/snpnet/HC530	TTE zoster [herpes zoster]	binomial	0.55	0.6	0.61	0.01	82	2.21e-13	True
Lifestyle and environment	/RIVAS_HG19/snpnet/QT_FC1001359	Poultry intake	gaussian	0.0	0.01	0.01	0.0	1609	3.25e-13	True
Early life factors	/RIVAS_HG19/snpnet/INI20022	Birth weight	gaussian	0.03	0.02	0.05	0.03	6278	7.95e-13	True
Disease outcome	/RIVAS_HG19/snpnet/HC1052	TTE other interstitial pulmonary diseases	binomial	0.59	0.74	0.75	0.01	57	1.29e-12	True
Disease outcome	/RIVAS_HG19/snpnet/HC1035	TTE other chronic obstructive pulmonary disease	binomial	0.55	0.69	0.69	0.01	498	1.40e-12	True
Disease outcome	/RIVAS_HG19/snpnet/HC1123	TTE other diseases of liver	binomial	0.55	0.56	0.58	0.02	92	1.40e-12	True
Disease outcome	/RIVAS_HG19/snpnet/HC1248	TTE other intervertebral disk disorders	binomial	0.54	0.53	0.54	0.01	111	1.69e-12	True
Disease outcome	/RIVAS_HG19/snpnet/HC86	Migraine	binomial	0.54	0.65	0.65	0.0	25	2.10e-12	True
Lifestyle and environment	/RIVAS_HG19/snpnet/INI1120	Weekly usage of mobile phone in last 3 months	gaussian	0.0	0.09	0.09	0.0	1122	7.25e-12	True
Work environment	/RIVAS_HG19/snpnet/BIN_FC30022506	Tobacco smoking ever vs no	binomial	0.53	0.59	0.6	0.0	974	1.02e-11	True
Health and medical history	/RIVAS_HG19/snpnet/QT_FC1002296	Falls in the last year	gaussian	0.0	0.01	0.01	0.0	2103	1.58e-11	True
Biomarkers	/RIVAS_HG19/snpnet/INI20030690	Cholesterol	gaussian	0.2	0.0	0.2	0.2	14403	2.07e-11	True
Family history	/RIVAS_HG19/snpnet/FH1113	Chronic bronchitis/emphysema (FH)	binomial	0.52	0.58	0.58	0.0	1530	2.10e-11	True
Lifestyle and environment	/RIVAS_HG19/snpnet/INI1578	Ave. weekly champagne plus white wine intake	gaussian	0.0	0.02	0.02	0.0	213	2.12e-11	True
Blood assays	/RIVAS_HG19/snpnet/INI23004	EBNA-1 antigen for Epstein-Barr Virus	gaussian	0.07	0.0	0.06	0.06	38	3.33e-11	True
Lifestyle and environment	/RIVAS_HG19/snpnet/BIN_FC30001418	Milk type: Skimmed	binomial	0.52	0.58	0.58	0.0	116	6.54e-11	True
Biomarkers	/RIVAS_HG19/snpnet/INI10030700	Creatinine	gaussian	0.11	0.0	0.11	0.11	20452	8.32e-11	True
Disease outcome	/RIVAS_HG19/snpnet/HC170	Sarcoidosis	binomial	0.64	0.55	0.64	0.09	12	9.11e-11	True
Biomarkers	/RIVAS_HG19/snpnet/INI10030760	HDL cholesterol	gaussian	0.21	0.0	0.21	0.21	22304	1.27e-10	True
Disease outcome	/RIVAS_HG19/snpnet/HC1582	AD chronic obstructive pulmonary disease	binomial	0.54	0.67	0.68	0.0	569	1.28e-10	True
Biomarkers	/RIVAS_HG19/snpnet/INI10030720	Cystatin C	gaussian	0.16	0.0	0.16	0.16	23460	2.25e-10	True
Health and medical history	/RIVAS_HG19/snpnet/INI2966	Age high BP diagnosed	gaussian	0.0	0.3	0.3	0.0	370	2.33e-10	True
Disease outcome	/RIVAS_HG19/snpnet/HC165	Type 2 diabetes	binomial	0.58	0.67	0.68	0.01	385	2.62e-10	True
Biomarkers	/RIVAS_HG19/snpnet/INI10030830	SHBG	gaussian	0.19	0.0	0.19	0.19	18225	3.67e-10	True
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC1006148	Eye problems/disorders Diabetic eye disease	binomial	0.58	0.68	0.7	0.02	123	3.98e-10	True
Disease outcome	/RIVAS_HG19/snpnet/HC866	TTE other disorders of cornea	binomial	0.58	0.58	0.6	0.02	22	5.52e-10	True
Psychosocial factors	/RIVAS_HG19/snpnet/QT_FC1002080	Freq. of tiredness / lethargy in last 2 weeks	gaussian	0.01	0.02	0.03	0.01	5594	5.98e-10	True
Disease outcome	/RIVAS_HG19/snpnet/HC1302	TTE chronic renal failure	binomial	0.54	0.7	0.7	0.0	158	6.17e-10	True
Disease outcome	/RIVAS_HG19/snpnet/HC57	Fracture radius	binomial	0.56	0.64	0.65	0.01	365	8.56e-10	True
Biomarkers	/RIVAS_HG19/snpnet/INI10030670	Urea	gaussian	0.05	0.0	0.05	0.05	10852	9.40e-10	True
Disease outcome	/RIVAS_HG19/snpnet/HC881	TTE retinal disorders in diseases classified elsewhere	binomial	0.58	0.65	0.67	0.02	185	1.60e-09	True
Lifestyle and environment	/RIVAS_HG19/snpnet/BIN_FC10001628	Alcohol intake versus 10 years previously (More nowadays)	binomial	0.52	0.58	0.58	0.0	214	1.62e-09	True
Disease outcome	/RIVAS_HG19/snpnet/HC608	TTE vitamin b12 deficiency anaemia	binomial	0.58	0.62	0.64	0.02	121	1.64e-09	True
Disease outcome	/RIVAS_HG19/snpnet/HC177	Dupuytren's contracture	binomial	0.66	0.7	0.75	0.04	11	1.65e-09	True
Disease outcome	/RIVAS_HG19/snpnet/HC78	Arthritis (nos)	binomial	0.53	0.65	0.65	0.0	1028	1.67e-09	True
Lifestyle and environment	/RIVAS_HG19/snpnet/INI1289	Cooked vegetable intake	gaussian	0.0	0.01	0.01	0.0	1085	1.74e-09	True
Urine assays	/RIVAS_HG19/snpnet/INI30520	Potassium in urine	gaussian	0.0	0.02	0.02	0.0	213	2.21e-09	True
Disease outcome	/RIVAS_HG19/snpnet/HC376	Osteoarthritis	binomial	0.52	0.67	0.67	0.0	579	2.65e-09	True
Disease outcome	/RIVAS_HG19/snpnet/HC61	Haemorrhoids / piles	binomial	0.52	0.56	0.56	0.0	786	3.96e-09	True
Disease outcome	/RIVAS_HG19/snpnet/HC442	Chronic obstructive airways disease/copd	binomial	0.54	0.69	0.7	0.0	482	4.69e-09	True
Lifestyle and environment	/RIVAS_HG19/snpnet/QT_FC1001339	Non-oily fish intake	gaussian	0.0	0.01	0.01	0.0	309	4.91e-09	True
Bone-densitometry of heel	/RIVAS_HG19/snpnet/INI4100	Ankle spacing width (L)	gaussian	0.09	0.25	0.34	0.09	13416	6.28e-09	True
Disease outcome	/RIVAS_HG19/snpnet/HC83	Fracture forearm / wrist	binomial	0.54	0.61	0.62	0.01	45	7.33e-09	True
Blood assays	/RIVAS_HG19/snpnet/INI30060	Mean corpuscular haemoglobin concentration	gaussian	0.03	0.01	0.04	0.02	2359	7.50e-09	True
Disease outcome	/RIVAS_HG19/snpnet/HC262	Diverticular disease/diverticulitis	binomial	0.55	0.67	0.67	0.01	368	8.12e-09	True
Biomarkers	/RIVAS_HG19/snpnet/INI20030780	LDL cholesterol	gaussian	0.21	0.0	0.21	0.21	14936	1.36e-08	True
Disease outcome	/RIVAS_HG19/snpnet/HC1101	TTE crohn's disease [regional enteritis]	binomial	0.57	0.49	0.56	0.07	220	1.43e-08	True
Biomarkers	/RIVAS_HG19/snpnet/INI10030880	Urate	gaussian	0.16	0.0	0.16	0.16	17598	1.46e-08	True
Diet by 24-hour recall	/RIVAS_HG19/snpnet/BIN100240	Coffee consumed	binomial	0.52	0.58	0.58	0.0	48	1.79e-08	True
Blood assays	/RIVAS_HG19/snpnet/INI23028	MC VP1 antigen for Merkel Cell Polyomavirus	gaussian	0.05	0.01	0.05	0.05	143	1.89e-08	True
Blood assays	/RIVAS_HG19/snpnet/INI23027	JC VP1 antigen for Human Polyomavirus JCV	gaussian	0.04	0.01	0.04	0.03	9	4.27e-08	True
Lifestyle and environment	/RIVAS_HG19/snpnet/BIN_FC20001508	Coffee type: Instant coffee	binomial	0.51	0.56	0.56	0.0	432	4.36e-08	True
Cognitive function	/RIVAS_HG19/snpnet/INI20016	Fluid intelligence score	gaussian	0.05	0.02	0.07	0.05	10055	4.39e-08	True
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC2006154	Ibuprofen (e.g. Nurofen)	binomial	0.52	0.62	0.62	0.0	174	4.55e-08	True
